SpeciesLatinName,Common.name,Kingdom,Phylum,Class,Order,Family,Genus,Species
Rattus novaeguineae,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,novaeguineae
Rattus omichlodes,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,omichlodes
Rattus osgoodi,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,osgoodi
Rattus palmarum,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,palmarum
Rattus pelurus,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,pelurus
Rattus pococki,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,pococki
Rattus praetor,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,praetor
Rattus pyctoris,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,pyctoris
Rattus ranjiniae,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,ranjiniae
Rattus richardsoni,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,richardsoni
Rattus salocco,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,salocco
Rattus sanila,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,sanila
Rattus satarae,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,satarae
Rattus simalurensis,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,simalurensis
Rattus sordidus,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,sordidus
Rattus steini,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,steini
Rattus stoicus,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,stoicus
Rattus tanezumi,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,tanezumi
Rattus tawitawiensis,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,tawitawiensis
Rattus timorensis,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,timorensis
Rattus tiomanicus,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,tiomanicus
Rattus tunneyi,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,tunneyi
Rattus vandeuseni,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,vandeuseni
Rattus verecundus,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,verecundus
Rattus villosissimus,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,villosissimus
Rattus xanthurus,NA,NA,NA,Mammalia,Rodentia,Muridae,Rattus,xanthurus
Ratufa macroura,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Ratufa,macroura
Reithrodon typicus,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Reithrodon,typicus
Reithrodontomys brevirostris,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Reithrodontomys,brevirostris
Reithrodontomys burti,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Reithrodontomys,burti
Reithrodontomys chrysopsis,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Reithrodontomys,chrysopsis
Reithrodontomys creper,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Reithrodontomys,creper
Reithrodontomys darienensis,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Reithrodontomys,darienensis
Reithrodontomys fulvescens,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Reithrodontomys,fulvescens
Reithrodontomys gracilis,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Reithrodontomys,gracilis
Reithrodontomys hirsutus,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Reithrodontomys,hirsutus
Reithrodontomys mexicanus,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Reithrodontomys,mexicanus
Reithrodontomys microdon,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Reithrodontomys,microdon
Reithrodontomys montanus,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Reithrodontomys,montanus
Reithrodontomys paradoxus,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Reithrodontomys,paradoxus
Reithrodontomys raviventris,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Reithrodontomys,raviventris
Reithrodontomys rodriguezi,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Reithrodontomys,rodriguezi
Reithrodontomys spectabilis,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Reithrodontomys,spectabilis
Reithrodontomys sumichrasti,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Reithrodontomys,sumichrasti
Reithrodontomys tenuirostris,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Reithrodontomys,tenuirostris
Reithrodontomys zacatecae,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Reithrodontomys,zacatecae
Rhabdomys dilectus,NA,NA,NA,Mammalia,Rodentia,Muridae,Rhabdomys,dilectus
Rhagamys orthodon,NA,NA,NA,Mammalia,Rodentia,Muridae,Rhagamys,orthodon
Rhagomys longilingua,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Rhagomys,longilingua
Rhagomys rufescens,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Rhagomys,rufescens
Rheithrosciurus macrotis,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Rheithrosciurus,macrotis
Rheomys mexicanus,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Rheomys,mexicanus
Rheomys raptor,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Rheomys,raptor
Rheomys thomasi,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Rheomys,thomasi
Rheomys underwoodi,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Rheomys,underwoodi
Rhinolophus acuminatus,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,acuminatus
Rhinolophus adami,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,adami
Rhinolophus affinis,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,affinis
Rhinolophus arcuatus,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,arcuatus
Rhinolophus beddomei,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,beddomei
Rhinolophus blasii,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,blasii
Rhinolophus bocharicus,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,bocharicus
Rhinolophus borneensis,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,borneensis
Rhinolophus canuti,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,canuti
Rhinolophus capensis,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,capensis
Rhinolophus celebensis,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,celebensis
Rhinolophus clivosus,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,clivosus
Rhinolophus coelophyllus,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,coelophyllus
Rhinolophus cognatus,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,cognatus
Rhinolophus convexus,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,convexus
Rhinolophus cornutus,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,cornutus
Rhinolophus creaghi,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,creaghi
Rhinolophus darlingi,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,darlingi
Rhinolophus deckenii,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,deckenii
Rhinolophus denti,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,denti
Rhinolophus eloquens,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,eloquens
Rhinolophus euryotis,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,euryotis
Rhinolophus formosae,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,formosae
Rhinolophus fumigatus,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,fumigatus
Rhinolophus guineensis,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,guineensis
Rhinolophus hildebrandtii,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,hildebrandtii
Rhinolophus hilli,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,hilli
Rhinolophus hillorum,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,hillorum
Rhinolophus imaizumii,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,imaizumii
Rhinolophus inops,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,inops
Rhinolophus keyensis,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,keyensis
Rhinolophus landeri,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,landeri
Rhinolophus lepidus,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,lepidus
Rhinolophus luctus,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,luctus
Rhinolophus maclaudi,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,maclaudi
Rhinolophus macrotis,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,macrotis
Rhinolophus madurensis,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,madurensis
Rhinolophus maendeleo,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,maendeleo
Rhinolophus malayanus,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,malayanus
Rhinolophus marshalli,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,marshalli
Rhinolophus mehelyi,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,mehelyi
Rhinolophus mitratus,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,mitratus
Rhinolophus monoceros,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,monoceros
Rhinolophus montanus,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,montanus
Rhinolophus nereis,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,nereis
Rhinolophus osgoodi,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,osgoodi
Rhinolophus paradoxolophus,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,paradoxolophus
Rhinolophus pearsonii,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,pearsonii
Rhinolophus philippinensis,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,philippinensis
Rhinolophus pusillus,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,pusillus
Rhinolophus rex,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,rex
Rhinolophus robinsoni,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,robinsoni
Rhinolophus rouxii,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,rouxii
Rhinolophus rufus,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,rufus
Rhinolophus ruwenzorii,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,ruwenzorii
Rhinolophus sakejiensis,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,sakejiensis
Rhinolophus sedulus,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,sedulus
Rhinolophus shameli,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,shameli
Rhinolophus shortridgei,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,shortridgei
Rhinolophus siamensis,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,siamensis
Rhinolophus silvestris,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,silvestris
Rhinolophus simulator,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,simulator
Rhinolophus sinicus,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,sinicus
Rhinolophus stheno,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,stheno
Rhinolophus subbadius,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,subbadius
Rhinolophus subrufus,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,subrufus
Rhinolophus swinnyi,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,swinnyi
Rhinolophus thomasi,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,thomasi
Rhinolophus trifoliatus,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,trifoliatus
Rhinolophus virgo,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,virgo
Rhinolophus yunanensis,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,yunanensis
Rhinolophus ziama,NA,NA,NA,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,ziama
Rhinonicteris aurantia,NA,NA,NA,Mammalia,Chiroptera,Hipposideridae,Rhinonicteris,aurantia
Rhinophylla alethina,NA,NA,NA,Mammalia,Chiroptera,Phyllostomidae,Rhinophylla,alethina
Rhinophylla fischerae,NA,NA,NA,Mammalia,Chiroptera,Phyllostomidae,Rhinophylla,fischerae
Rhinophylla pumilio,NA,NA,NA,Mammalia,Chiroptera,Phyllostomidae,Rhinophylla,pumilio
Rhinopithecus avunculus,NA,NA,NA,Mammalia,Primates,Cercopithecidae,Rhinopithecus,avunculus
Rhinopithecus brelichi,NA,NA,NA,Mammalia,Primates,Cercopithecidae,Rhinopithecus,brelichi
Rhinopoma macinnesi,NA,NA,NA,Mammalia,Chiroptera,Rhinopomatidae,Rhinopoma,macinnesi
Rhinopoma microphyllum,NA,NA,NA,Mammalia,Chiroptera,Rhinopomatidae,Rhinopoma,microphyllum
Rhinopoma muscatellum,NA,NA,NA,Mammalia,Chiroptera,Rhinopomatidae,Rhinopoma,muscatellum
Rhinosciurus laticaudatus,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Rhinosciurus,laticaudatus
Rhipidomys austrinus,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Rhipidomys,austrinus
Rhipidomys caucensis,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Rhipidomys,caucensis
Rhipidomys couesi,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Rhipidomys,couesi
Rhipidomys emiliae,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Rhipidomys,emiliae
Rhipidomys fulviventer,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Rhipidomys,fulviventer
Rhipidomys gardneri,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Rhipidomys,gardneri
Rhipidomys latimanus,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Rhipidomys,latimanus
Rhipidomys leucodactylus,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Rhipidomys,leucodactylus
Saguinus graellsi,NA,NA,NA,Mammalia,Primates,Cebidae,Saguinus,graellsi
Saguinus inustus,NA,NA,NA,Mammalia,Primates,Cebidae,Saguinus,inustus
Saguinus martinsi,NA,NA,NA,Mammalia,Primates,Cebidae,Saguinus,martinsi
Saguinus melanoleucus,NA,NA,NA,Mammalia,Primates,Cebidae,Saguinus,melanoleucus
Saguinus niger,NA,NA,NA,Mammalia,Primates,Cebidae,Saguinus,niger
Saguinus nigricollis,NA,NA,NA,Mammalia,Primates,Cebidae,Saguinus,nigricollis
Saguinus pileatus,NA,NA,NA,Mammalia,Primates,Cebidae,Saguinus,pileatus
Saguinus tripartitus,NA,NA,NA,Mammalia,Primates,Cebidae,Saguinus,tripartitus
Saiga borealis,NA,NA,NA,Mammalia,Artiodactyla,Bovidae,Saiga,borealis
Spalax graecus,NA,NA,NA,Mammalia,Rodentia,Spalacidae,Spalax,graecus
Spalax judaei,NA,NA,NA,Mammalia,Rodentia,Spalacidae,Spalax,judaei
Spalax leucodon,NA,NA,NA,Mammalia,Rodentia,Spalacidae,Spalax,leucodon
Spalax microphthalmus,NA,NA,NA,Mammalia,Rodentia,Spalacidae,Spalax,microphthalmus
Spalax nehringi,NA,NA,NA,Mammalia,Rodentia,Spalacidae,Spalax,nehringi
Spalax uralensis,NA,NA,NA,Mammalia,Rodentia,Spalacidae,Spalax,uralensis
Spalax zemni,NA,NA,NA,Mammalia,Rodentia,Spalacidae,Spalax,zemni
Spelaeomys florensis,NA,NA,NA,Mammalia,Rodentia,Muridae,Spelaeomys,florensis
Spermophilopsis leptodactylus,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Spermophilopsis,leptodactylus
Spermophilus adocetus,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Spermophilus,adocetus
Spermophilus alashanicus,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Spermophilus,alashanicus
Spermophilus annulatus,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Spermophilus,annulatus
Spermophilus armatus,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Spermophilus,armatus
Spermophilus atricapillus,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Spermophilus,atricapillus
Spermophilus beecheyi,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Spermophilus,beecheyi
Spermophilus beldingi,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Spermophilus,beldingi
Sorex planiceps,NA,NA,NA,Mammalia,Eulipotyphla,Soricidae,Sorex,planiceps
Sorex portenkoi,NA,NA,NA,Mammalia,Eulipotyphla,Soricidae,Sorex,portenkoi
Sorex preblei,NA,NA,NA,Mammalia,Eulipotyphla,Soricidae,Sorex,preblei
Sorex pribilofensis,NA,NA,NA,Mammalia,Eulipotyphla,Soricidae,Sorex,pribilofensis
Sorex raddei,NA,NA,NA,Mammalia,Eulipotyphla,Soricidae,Sorex,raddei
Sorex samniticus,NA,NA,NA,Mammalia,Eulipotyphla,Soricidae,Sorex,samniticus
Sorex satunini,NA,NA,NA,Mammalia,Eulipotyphla,Soricidae,Sorex,satunini
Sorex saussurei,NA,NA,NA,Mammalia,Eulipotyphla,Soricidae,Sorex,saussurei
Sorex sclateri,NA,NA,NA,Mammalia,Eulipotyphla,Soricidae,Sorex,sclateri
Sorex shinto,NA,NA,NA,Mammalia,Eulipotyphla,Soricidae,Sorex,shinto
Sorex sinalis,NA,NA,NA,Mammalia,Eulipotyphla,Soricidae,Sorex,sinalis
Sorex sonomae,NA,NA,NA,Mammalia,Eulipotyphla,Soricidae,Sorex,sonomae
Sorex stizodon,NA,NA,NA,Mammalia,Eulipotyphla,Soricidae,Sorex,stizodon
Sorex tenellus,NA,NA,NA,Mammalia,Eulipotyphla,Soricidae,Sorex,tenellus
Sorex thibetanus,NA,NA,NA,Mammalia,Eulipotyphla,Soricidae,Sorex,thibetanus
Sorex ugyunak,NA,NA,NA,Mammalia,Eulipotyphla,Soricidae,Sorex,ugyunak
Sorex unguiculatus,NA,NA,NA,Mammalia,Eulipotyphla,Soricidae,Sorex,unguiculatus
Spermophilus brevicauda,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Spermophilus,brevicauda
Spermophilus brunneus,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Spermophilus,brunneus
Spermophilus canus,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Spermophilus,canus
Spermophilus dauricus,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Spermophilus,dauricus
Spermophilus elegans,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Spermophilus,elegans
Saimiri ustus,NA,NA,NA,Mammalia,Primates,Cebidae,Saimiri,ustus
Saimiri vanzolinii,NA,NA,NA,Mammalia,Primates,Cebidae,Saimiri,vanzolinii
Salanoia concolor,NA,NA,NA,Mammalia,Carnivora,Eupleridae,Salanoia,concolor
Salinoctomys loschalchalerosorum,NA,NA,NA,Mammalia,Rodentia,Octodontidae,Salinoctomys,loschalchalerosorum
Salinomys delicatus,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Salinomys,delicatus
Salpingotulus michaelis,NA,NA,NA,Mammalia,Rodentia,Dipodidae,Salpingotulus,michaelis
Salpingotus crassicauda,NA,NA,NA,Mammalia,Rodentia,Dipodidae,Salpingotus,crassicauda
Salpingotus heptneri,NA,NA,NA,Mammalia,Rodentia,Dipodidae,Salpingotus,heptneri
Salpingotus kozlovi,NA,NA,NA,Mammalia,Rodentia,Dipodidae,Salpingotus,kozlovi
Salpingotus pallidus,NA,NA,NA,Mammalia,Rodentia,Dipodidae,Salpingotus,pallidus
Salpingotus thomasi,NA,NA,NA,Mammalia,Rodentia,Dipodidae,Salpingotus,thomasi
Sauromys petrophilus,NA,NA,NA,Mammalia,Chiroptera,Molossidae,Sauromys,petrophilus
Scapanulus oweni,NA,NA,NA,Mammalia,Eulipotyphla,Talpidae,Scapanulus,oweni
Scapanus latimanus,NA,NA,NA,Mammalia,Eulipotyphla,Talpidae,Scapanus,latimanus
Scapanus townsendii,NA,NA,NA,Mammalia,Eulipotyphla,Talpidae,Scapanus,townsendii
Scapteromys aquaticus,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Scapteromys,aquaticus
Scapteromys tumidus,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Scapteromys,tumidus
Scaptochirus moschatus,NA,NA,NA,Mammalia,Eulipotyphla,Talpidae,Scaptochirus,moschatus
Scaptonyx fusicaudus,NA,NA,NA,Mammalia,Eulipotyphla,Talpidae,Scaptonyx,fusicaudus
Sciurillus pusillus,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Sciurillus,pusillus
Sciurotamias forresti,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Sciurotamias,forresti
Sciurus alleni,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Sciurus,alleni
Sciurus anomalus,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Sciurus,anomalus
Sciurus arizonensis,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Sciurus,arizonensis
Sciurus colliaei,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Sciurus,colliaei
Sciurus flammifer,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Sciurus,flammifer
Sciurus gilvigularis,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Sciurus,gilvigularis
Sciurus igniventris,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Sciurus,igniventris
Sciurus nayaritensis,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Sciurus,nayaritensis
Sciurus oculatus,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Sciurus,oculatus
Sciurus pucheranii,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Sciurus,pucheranii
Sciurus pyrrhinus,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Sciurus,pyrrhinus
Sciurus richmondi,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Sciurus,richmondi
Sciurus sanborni,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Sciurus,sanborni
Sciurus spadiceus,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Sciurus,spadiceus
Sciurus yucatanensis,NA,NA,NA,Mammalia,Rodentia,Sciuridae,Sciurus,yucatanensis
Scleronycteris ega,NA,NA,NA,Mammalia,Chiroptera,Phyllostomidae,Scleronycteris,ega
Scolomys melanops,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Scolomys,melanops
Scolomys ucayalensis,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Scolomys,ucayalensis
Scoteanax rueppellii,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scoteanax,rueppellii
Scotinomys xerampelinus,NA,NA,NA,Mammalia,Rodentia,Cricetidae,Scotinomys,xerampelinus
Scotoecus albigula,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotoecus,albigula
Scotoecus albofuscus,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotoecus,albofuscus
Scotoecus hindei,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotoecus,hindei
Scotoecus hirundo,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotoecus,hirundo
Scotoecus pallidus,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotoecus,pallidus
Scotomanes ornatus,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotomanes,ornatus
Scotonycteris ophiodon,NA,NA,NA,Mammalia,Chiroptera,Pteropodidae,Scotonycteris,ophiodon
Scotonycteris zenkeri,NA,NA,NA,Mammalia,Chiroptera,Pteropodidae,Scotonycteris,zenkeri
Scotophilus borbonicus,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,borbonicus
Scotophilus celebensis,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,celebensis
Scotophilus collinus,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,collinus
Scotophilus dinganii,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,dinganii
Scotophilus heathii,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,heathii
Scotophilus kuhlii,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,kuhlii
Scotophilus leucogaster,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,leucogaster
Scotophilus nigrita,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,nigrita
Scotophilus nucella,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,nucella
Scotophilus nux,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,nux
Scotophilus robustus,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,robustus
Scotophilus viridis,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,viridis
Scotorepens greyii,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotorepens,greyii
Scotorepens orion,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotorepens,orion
Scotorepens sanborni,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotorepens,sanborni
Scotozous dormeri,NA,NA,NA,Mammalia,Chiroptera,Vespertilionidae,Scotozous,dormeri
Scutisorex somereni,NA,NA,NA,Mammalia,Eulipotyphla,Soricidae,Scutisorex,somereni
Selevinia betpakdalaensis,NA,NA,NA,Mammalia,Rodentia,Gliridae,Selevinia,betpakdalaensis
Semnopithecus ajax,NA,NA,NA,Mammalia,Primates,Cercopithecidae,Semnopithecus,ajax
Semnopithecus dussumieri,NA,NA,NA,Mammalia,Primates,Cercopithecidae,Semnopithecus,dussumieri
Semnopithecus hector,NA,NA,NA,Mammalia,Primates,Cercopithecidae,Semnopithecus,hector
Semnopithecus hypoleucos,NA,NA,NA,Mammalia,Primates,Cercopithecidae,Semnopithecus,hypoleucos
Semnopithecus priam,NA,NA,NA,Mammalia,Primates,Cercopithecidae,Semnopithecus,priam
Semnopithecus schistaceus,NA,NA,NA,Mammalia,Primates,Cercopithecidae,Semnopithecus,schistaceus
