"","B","NK","CD4T","CD8T","Mono","Neutro","Eosino"
"GSM1007287",0,0,0,0.200145500303571,0.0279864875226707,0.771868012173759,0
"GSM1007288",0,0.0481444283993755,0.11592799332861,0.122842327884989,0.0182156229992828,0.694869627387742,0
"GSM1007289",0.00318838083936788,0,0.0777353556618172,0.2388431196214,0,0.680233143877415,0
"GSM1007290",0,0.126633168257174,0.217950980303477,0,0,0.655415851439349,0
"GSM1007291",0.00756210836480731,0.038840501606481,0.213392263777091,0.0238245698810949,0.0104689251814839,0.705911631189042,0
"GSM1007292",0,0.0446217919346751,0.144569581967758,0.050708233651398,0,0.760100392446168,0
"GSM1007293",0,0,0.0216770003504016,0.262024800334775,0,0.716298199314824,0
"GSM1007294",0,0.0938172661994546,0.262817942464928,0,0,0.643364791335618,0
"GSM1007295",0,0.0543204713850891,0.180772117089866,0.0181749394191483,0,0.746732472105897,0
"GSM1007296",0,0,0,0.15742985963393,0,0.84257014036607,0
"GSM1007297",0.00546809348064699,0.0734354319358024,0.309099043283754,0,0,0.611997431299797,0
"GSM1007298",0.00172995686284242,0.114116948319188,0.169763823548313,0,0,0.714389271269657,0
"GSM1007299",0,0.0752557993156547,0.0697698552764429,0.0531820093096285,0,0.801792336098274,0
"GSM1007300",0.0237202785933978,0.0589764229675848,0.0790050386433877,0.0481561899336486,0,0.790142069861981,0
"GSM1007301",0.0248086090365753,0.0723856581371482,0.110960375070299,0,0,0.791845357755977,0
"GSM1007302",0,0.0134643368976053,0.054650870565599,0.0468717728880592,0,0.885013019648737,0
"GSM1007303",0,0.0327557561789737,0,0.0612172133817212,0,0.906027030439305,0
"GSM1007304",0,0.052231277910015,0.0304776693503144,0.121089252066253,0,0.796201800673418,0
"GSM1007305",0,0.119101383953578,0.129018099672497,0,0,0.751880516373925,0
"GSM1007306",0,0.0943412228660971,0.0956506075903092,0,0,0.810008169543594,0
"GSM1007307",0,0,0,0.215560812877352,0,0.784439187122648,0
"GSM1007308",0,0.0483928925860713,0.150734105302086,0,0,0.800873002111842,0
"GSM1007309",0.0820485739176529,0.0303663617489739,0.138504266619977,0.0638730479634057,0,0.68520774974999,0
"GSM1007310",0.00480990593323981,0.0835154409576222,0.146606533982459,0,0,0.765068119126679,0
"GSM1007311",0,0.0934659473641656,0.188301447079628,0,0,0.718232605556206,0
"GSM1007312",0,0.0559996357617333,0.144963840853743,0,0,0.799036523384523,0
"GSM1007313",0,0.0661183546561732,0.119415217292187,0.0393868285933386,0,0.775079599458301,0
"GSM1007314",0,0.00309351228652017,0.0591176181373344,0.0646040863817016,0.000940449820222433,0.872244333374221,0
"GSM1007315",0.00482824606651474,0.071548830098066,0.171628686903367,0.0332117305791661,0.00474130285529677,0.71404120349759,0
"GSM1007316",0.0371551341318864,0,0.0951077725829418,0.0340480138555813,0,0.833689079429591,0
"GSM1007317",0,0.0140622200130674,0.0465955368050484,0.117635512472251,0,0.821706730709633,0
"GSM1007318",0.0317645281879944,0.0544033194609074,0.225132438909386,0,0,0.688699713441712,0
"GSM1007319",0,0.0275234072068782,0.00935367578639884,0.103109879408911,0,0.860013037597812,0
"GSM1007320",0,0.0912320662723394,0.122556609192353,0,0,0.786211324535308,0
"GSM1007321",0.00897369269084188,0.123483426818171,0.151410723789376,0.0874678411626965,0.0772525828543437,0.551411732684571,0
"GSM1007322",0,0,0,0.241479740275479,0,0.758520259724521,0
"GSM1007323",0,0.0408553069899518,0.0676233876153403,0.181258306357511,0,0.710262999037197,0
"GSM1007324",0,0.0388871651441429,0.13515345974073,0.0980306942210283,0.0267383521478708,0.701190328746228,0
"GSM1007325",0,0.107149325722515,0.16451205680852,0,0,0.728338617468965,0
"GSM1007326",0,0.0204798822940205,0.0803740582143454,0.0138413032028008,0,0.885304756288833,0
"GSM1007327",0,0.0714153728605877,0.174894411919979,0.00273603049782133,0,0.750954184721612,0
"GSM1007328",0,0.164694770250238,0.0911127876832231,0.010829125535921,0,0.733363316530617,0
"GSM1007329",0,0.018893467860003,0.054224146775541,0.0205283114519487,0,0.906354073912507,0
"GSM1007330",0,0,0,0.182906291000814,0,0.817093708999186,0
"GSM1007331",0,0.132610002615537,0.247883499624769,0,0,0.619506497759694,0
"GSM1007332",0.0129031279663824,0,0.092965880817065,0.164174675918047,0,0.729956315298505,0
"GSM1007333",0.0357891630304348,0,0.21434998978152,0.240057813293332,0.0168935240245086,0.492909509870204,0
"GSM1007334",0,0.0484948070165976,0.138475618732823,0.00925875413117827,0,0.803770820119401,0
"GSM1007335",0.000863011954407242,0.0996575109874498,0.131997443390176,0,0.0130750944316512,0.754406939236316,0
"GSM1007336",0,0.00612869108874244,0.217654201539922,0.0640671940511855,0.0165072713179612,0.695642642002189,0
"GSM1007337",0,0,0.169646224646918,0.160273297426984,0,0.670080477926098,0
"GSM1007338",0.0198295957247709,0,0.0269371375272784,0.0419819375198593,0,0.911251329228091,0
"GSM1007339",0,0,0,0.11837479083031,0,0.88162520916969,0
"GSM1007340",0,0,0.124886437703699,0.204551745362581,0,0.67056181693372,0
"GSM1007341",0.0169591241136653,0,0.162140978191351,0.176505459182898,0,0.644394438512086,0
"GSM1007342",0,0.0049414833405951,0.110088060259368,0.0616222083822889,0,0.823348248017748,0
"GSM1007343",0.00484360576574333,0,0.129912818606411,0.346411060699275,0.0493228143825033,0.469509700546068,0
"GSM1007344",0,0,0.0162099381721008,0.144047864470998,0,0.839742197356901,0
"GSM1007345",0.198985958922543,0.000867039766205202,0,0.14238878398778,0,0.657758217323472,0
"GSM1007346",0,0.0179053671177681,0.0603499305891285,0,0,0.921744702293103,0
"GSM1007347",0.00128904860083228,0.0560842901488105,0.0897903956432596,0.108187227101078,0,0.74464903850602,0
"GSM1007348",0.0277747757837256,0.0237917495735732,0.106893895880281,0.0272230748364471,0,0.814316503925973,0
"GSM1007349",0,0.121577293742382,0.201511000653199,0,0,0.676911705604419,0
"GSM1007350",0.00026182106788078,0.14529735459609,0.266216587835919,0,0,0.58822423650011,0
"GSM1007351",0.06315442175256,0,0,0.193014809849134,0,0.743830768398306,0
"GSM1007352",0.0182177539080757,0.0737823758753977,0.167952327441214,0.037577628834479,0,0.702469913940833,0
"GSM1007353",0,0.0776379433589218,0.12070823796424,0.085979058163234,0,0.715674760513605,0
"GSM1007354",0.0297798356366322,0.128168906755289,0.177847279485932,0.00706554982154289,0,0.657138428300604,0
"GSM1007355",0,0.0568153457142933,0.0895293773676255,0.0811680503795707,0,0.772487226538511,0
"GSM1007356",0.119468593391966,0.0257150294869789,0.0875069057742325,0.0359334522626487,0,0.731376019084174,0
"GSM1007357",0.0069405587846571,0.0409179037336206,0.19047088038026,0.0799745133961388,0,0.681696143705324,0
"GSM1007358",0.0077090690532086,0.109948998682889,0.190640937434335,0,0,0.691700994829567,0
"GSM1007359",0,0.0866039632922332,0.179714029564405,0,0,0.733682007143362,0
"GSM1007360",0,0.122490448930422,0.174728451719768,0,0,0.70278109934981,0
"GSM1007361",0.00823862963700271,0.0833439509269988,0.247706488564929,0,0,0.660710930871069,0
"GSM1007362",0,0.123057761773532,0.142299003920081,0,0,0.734643234306388,0
"GSM1007363",0,0,0,0.126385563540225,0,0.873614436459775,0
"GSM1007364",0.0456070052143977,0.106193858957872,0.205707220792499,0.0340508468993179,0.0194762280463006,0.588964840089613,0
"GSM1007365",0,0.0953605023944076,0.182367860054209,0,0,0.722271637551384,0
"GSM1007366",0,0.124871590030387,0.179379566478935,0,0.003759896036843,0.691988947453836,0
"GSM1007367",0.0737807110162327,0.0341040809564288,0.065430307018157,0.196259837734906,0.018669108578133,0.611755954696142,0
"GSM1007368",0,0.0963287876880126,0.167356299242873,0,0.0120061599065361,0.724308753162578,0
"GSM1007369",0.0289758683463376,0.0746879342597678,0.125646213755584,0.00663176627771529,0,0.764058217360595,0
"GSM1007370",0.0119234130962205,0.0901872048012072,0.222538822610591,0,0,0.675350559491981,0
"GSM1007371",0,0.170864283123358,0.18180283920449,0,0,0.647332877672151,0
"GSM1007372",0,0.20686491799538,0.196659694754397,0,0,0.596475387250222,0
"GSM1007373",0,0.138462263876112,0.113800669805387,0,0,0.747737066318501,0
"GSM1007374",0,0,0.0351020750958861,0.116134398986671,0,0.848763525917443,0
"GSM1007375",0.0496463481840085,0.161170515060875,0.315640042932512,0.0739240116701552,0,0.39961908215245,0
"GSM1007376",0,0.150009047586074,0.170900946106247,0.0368652838630302,0,0.642224722444649,0
"GSM1007377",0,0.146099731940977,0.121956175670063,0,0,0.73194409238896,0
"GSM1007378",0,0.0550208817150148,0.111977550639919,0,0,0.833001567645066,0
"GSM1007379",0.0340835079124146,0.116440095554565,0.207033865265833,0,0,0.642442531267187,0
"GSM1007380",0.0188305466918219,0,0.13185474340887,0.161785047496787,0,0.687529662402522,0
"GSM1007381",0.00667051073512948,0.116120751495001,0.215657975219889,0.0967645126331059,0,0.564786249916875,0
"GSM1007382",0.000684996042158789,0,0.123113952396264,0.155022422785016,0,0.721178628776562,0
"GSM1007383",0,0.0318976588340619,0.107803208505494,0.130192345778113,0,0.730106786882332,0
"GSM1007384",0,0.124892295442964,0.128599660144018,0,0.0171476560328089,0.729360388380209,0
"GSM1007385",0,0.0170142844653378,0.00530443034105882,0.123664201067364,0.00632904968346084,0.847688034442778,0
"GSM1007386",0.0256630827253164,0,0.0190987451456026,0.132415190479127,0,0.822822981649954,0
"GSM1007387",0.0166902118593885,0,0.0575759173273659,0.167643005339285,0,0.758090865473961,0
"GSM1007388",0,0.0617841997484982,0.0995578820215137,0,0.0120391139043944,0.826618804325594,0
"GSM1007389",0,0.0855793201099093,0.186363799693903,0.0344073643909156,0,0.693649515805272,0
"GSM1007390",0,0.0287005403477182,0.111207010567543,0.172890259615692,0.00860556315525799,0.678596626313788,0
"GSM1007391",0.0567459370291959,0.0089994189588487,0.107437489959313,0.0738438382709166,0,0.752973315781726,0
"GSM1007392",0,0.0226009772762734,0.0829065884904242,0.157966551137848,0,0.736525883095455,0
"GSM1007393",0,0.0295608352692083,0.153949783621292,0.0229295488556042,0,0.793559832253895,0
"GSM1007394",0.0814169992433691,0,0.0268390465407625,0.0717319721364819,0,0.820011982079386,0
"GSM1007395",0,0,0,0.121433853295484,0,0.878566146704516,0
"GSM1007396",0,0.0634938917603186,0,0.0555980439808642,0,0.880908064258817,0
"GSM1007397",0,0.0696100541722416,0.17317184242618,0,0,0.757218103401578,0
"GSM1007398",0,0.0940958617232112,0.0765902978998033,0.000859564450005361,0,0.82845427592698,0
"GSM1007399",0.00554197616193999,0.0389562514690277,0.0651550334664501,0.116848469776577,0,0.773498269126005,0
"GSM1007400",0,0,0.0472152641187119,0.088300710349417,0,0.864484025531871,0
"GSM1007401",0.0285513908695552,0,0.131721618859547,0.0693105678174327,0,0.770416422453465,0
"GSM1007402",0,0.0175386069714848,0.0209040766775196,0.104029042297689,0,0.857528274053306,0
"GSM1007403",0,0.0489434729073144,0.0971266862479891,0.0452291485868796,0,0.808700692257817,0
"GSM1007404",0,0.0830330240598723,0.0975962446672724,0,0,0.819370731272855,0
"GSM1007405",0,0,0.0214026823846973,0.316409626284063,0,0.66218769133124,0
"GSM1007406",0,0.0796742634822147,0.116815439112873,0,0,0.803510297404912,0
"GSM1007407",0.0624045833373918,0.0103061358315645,0.0843475919911683,0.0945851329014064,0.00135958060169749,0.746996975336772,0
"GSM1007408",0,0,0,0.138072671198278,0,0.861927328801722,0
"GSM1007409",0,0.0932463312049231,0.230351711442811,0,0,0.676401957352266,0
"GSM1007410",0,0.16543207211884,0.143974445627148,0,0,0.690593482254012,0
"GSM1007411",0,0.138004978759137,0.11547870259222,0,0,0.746516318648643,0
"GSM1007412",0,0.0423439361019119,0.0770571474821711,0.0425326407172883,0,0.838066275698629,0
"GSM1007413",0.0171436651165561,0.0176503627850975,0.122444047465331,0.149812613750857,0,0.692949310882158,0
"GSM1007414",0,0.0930385777085803,0.0956476167427943,0.135710227185542,0.0203870172822101,0.655216561080873,0
"GSM1007415",0,0.0220840798264388,0.113853964755443,0.133523337350945,0,0.730538618067173,0
"GSM1007416",0,0.0478257071962608,0.100667102418905,0,0,0.851507190384834,0
"GSM1007417",0,0.00718879821846924,0.0897633385433211,0.121254073957419,0,0.78179378928079,0
"GSM1007418",0,0.0146376857344684,0,0.107332564180652,0,0.87802975008488,0
"GSM1007419",0,0,0,0.124932610234028,0,0.875067389765972,0
"GSM1007420",0.00367038473812425,0.0607141717252235,0.228783551137033,0.0249116422765547,0,0.681920250123065,0
"GSM1007421",0,0.0900468683045801,0.231438677233335,0,0,0.678514454462084,0
"GSM1007422",0,0.0315914693374095,0.117390219758783,0.143005317969659,0,0.708012992934149,0
"GSM1007423",0,0,0,0.257431856094379,0,0.742568143905621,0
